num_threads_1, 5169, 5148, 5124, 5136, 5105, 5134, 5121, 5152, 5168, 5138
num_threads_2, 2604, 2593, 2600, 2600, 2619, 2591, 2602, 2593, 2597, 2596
num_threads_4, 1471, 1624, 1505, 1591, 1575, 1573, 1512, 1557, 1534, 1556
num_threads_8, 1134, 1122, 1111, 1052, 1089, 1134, 1063, 1127, 1095, 1126
num_threads_16, 1151, 1178, 1100, 1174, 1092, 1170, 1100, 1105, 1118, 1141
num_threads_32, 1132, 1089, 1131, 1080, 1121, 1098, 1118, 1121, 1097, 1103
num_threads_64, 1088, 1039, 1050, 1075, 1087, 1083, 1078, 1098, 1086, 1092
